"age","m_f","ritmo_promedio_30k","official_time_min"
27,"M",5.11611111111111,221.8
49,"F",5.28,221.8
53,"M",5.00944444444444,221.8
27,"F",5.20833333333333,221.8
42,"F",5.10944444444444,221.8
40,"F",4.83611111111111,221.8
38,"F",5.22722222222222,221.8
55,"M",5.26611111111111,221.8
46,"F",5.25222222222222,221.816666666667
31,"F",5.28722222222222,221.816666666667
57,"F",5.14,221.816666666667
46,"M",5.13333333333333,221.833333333333
38,"F",4.95111111111111,221.833333333333
36,"F",5.22166666666667,221.833333333333
55,"M",5.12333333333333,221.833333333333
56,"M",5.115,221.85
52,"F",5.21944444444444,221.85
36,"F",5.24444444444444,221.85
47,"M",5.11166666666667,221.85
28,"F",5.14055555555556,221.85
38,"F",5.15777777777778,221.866666666667
40,"F",5.30555555555556,221.866666666667
53,"M",5.09777777777778,221.866666666667
42,"F",5.24444444444444,221.866666666667
42,"F",5.09777777777778,221.883333333333
35,"F",5.22333333333333,221.883333333333
57,"M",5.09388888888889,221.883333333333
29,"F",5.24777777777778,221.883333333333
46,"F",5.17555555555556,221.883333333333
43,"M",5.24611111111111,221.883333333333
50,"F",5.025,221.883333333333
29,"M",5.25055555555556,221.883333333333
59,"M",4.96833333333333,221.9
58,"M",5.13555555555556,221.9
43,"M",5.15722222222222,221.9
40,"F",5.11722222222222,221.9
44,"F",5.075,221.9
38,"M",5.27611111111111,221.916666666667
38,"F",5.05722222222222,221.916666666667
19,"F",5.16388888888889,221.933333333333
63,"M",4.70444444444444,221.933333333333
50,"F",5.23722222222222,221.933333333333
47,"F",5.03111111111111,221.933333333333
51,"F",5.16111111111111,221.933333333333
46,"F",5.15277777777778,221.933333333333
34,"M",5.22777777777778,221.95
41,"F",5.22333333333333,221.95
45,"F",5.14277777777778,221.95
63,"M",5.20277777777778,221.95
33,"F",5.09777777777778,221.95
51,"F",5.25055555555556,221.966666666667
28,"F",5.16055555555556,221.966666666667
38,"F",5.20055555555556,221.983333333333
34,"M",5.325,221.983333333333
50,"M",4.84944444444444,221.983333333333
55,"M",5.17055555555556,221.983333333333
25,"M",4.82722222222222,222
52,"F",5.195,222
62,"M",5.21555555555556,222
47,"F",5.23666666666667,222
53,"M",4.94666666666667,222.016666666667
67,"M",5.12888888888889,222.033333333333
24,"F",5.18222222222222,222.033333333333
43,"F",5.23222222222222,222.033333333333
40,"M",5.16333333333333,222.033333333333
49,"M",5.13611111111111,222.05
41,"M",5.05111111111111,222.066666666667
51,"M",5.125,222.066666666667
40,"F",5.23555555555556,222.066666666667
47,"F",5.18722222222222,222.066666666667
55,"M",5.19277777777778,222.066666666667
49,"M",4.96333333333333,222.083333333333
47,"F",5.20777777777778,222.083333333333
29,"F",5.23222222222222,222.083333333333
42,"F",5.20388888888889,222.083333333333
51,"M",5.185,222.083333333333
41,"F",5.17777777777778,222.083333333333
60,"M",5.18277777777778,222.083333333333
38,"F",5.21944444444444,222.1
60,"F",5.24277777777778,222.1
25,"M",5.59555555555556,222.1
30,"F",5.11,222.1
53,"M",5.21555555555556,222.1
44,"M",5.09833333333333,222.116666666667
53,"F",5.13277777777778,222.116666666667
44,"F",4.92111111111111,222.133333333333
39,"F",4.97444444444444,222.133333333333
50,"F",5.19111111111111,222.133333333333
25,"F",5.08055555555555,222.133333333333
41,"M",4.96166666666667,222.133333333333
45,"M",4.99277777777778,222.15
25,"M",4.37611111111111,222.15
36,"M",5.2,222.15
43,"F",5.20444444444444,222.15
50,"M",4.67722222222222,222.15
47,"M",5.02388888888889,222.166666666667
51,"F",5.22944444444444,222.166666666667
45,"M",5.13,222.166666666667
34,"F",5.20055555555556,222.166666666667
46,"M",4.91666666666667,222.166666666667
40,"M",5.13611111111111,222.166666666667
57,"M",5.15555555555556,222.166666666667
36,"F",5.09777777777778,222.166666666667
56,"M",5.15,222.183333333333
31,"F",5.06722222222222,222.183333333333
35,"F",5.06388888888889,222.183333333333
45,"M",5.18,222.183333333333
55,"M",5.22388888888889,222.183333333333
25,"M",4.40944444444444,222.183333333333
45,"F",5.29722222222222,222.183333333333
42,"F",5.30611111111111,222.183333333333
41,"F",5.22111111111111,222.183333333333
52,"F",5.14944444444444,222.183333333333
43,"F",5.25611111111111,222.2
33,"F",5.26666666666667,222.2
44,"F",5.18333333333333,222.2
31,"F",5.26666666666667,222.2
54,"M",5.26666666666667,222.2
29,"F",5.26666666666667,222.2
37,"M",5.08277777777778,222.2
40,"F",5.15611111111111,222.2
37,"F",4.97777777777778,222.2
28,"F",5.18944444444444,222.2
43,"F",5.13833333333333,222.2
52,"F",5.085,222.216666666667
54,"M",5.25166666666667,222.216666666667
47,"M",4.87333333333333,222.216666666667
47,"F",5.20611111111111,222.216666666667
45,"F",5.06277777777778,222.216666666667
66,"M",5.22833333333333,222.233333333333
24,"F",4.80888888888889,222.233333333333
51,"F",5.20333333333333,222.233333333333
37,"F",5.12333333333333,222.233333333333
60,"M",5.10611111111111,222.233333333333
42,"F",5.15888888888889,222.233333333333
49,"F",5.12555555555556,222.233333333333
28,"F",5.06388888888889,222.25
49,"F",5.04555555555556,222.25
40,"F",5.195,222.25
46,"F",5.18944444444444,222.25
28,"F",5.12388888888889,222.25
41,"F",5.1,222.266666666667
51,"F",5.14111111111111,222.266666666667
48,"M",5.255,222.283333333333
21,"F",4.99666666666667,222.283333333333
62,"M",5.06444444444444,222.283333333333
36,"F",5.01166666666667,222.283333333333
48,"M",5.13277777777778,222.3
51,"F",5.11666666666667,222.3
42,"F",5.20611111111111,222.3
29,"F",5.20388888888889,222.3
53,"F",5.1,222.316666666667
60,"M",5.26666666666667,222.316666666667
37,"F",5.08222222222222,222.316666666667
49,"M",5.08222222222222,222.316666666667
24,"F",4.89888888888889,222.316666666667
51,"F",5.24333333333333,222.316666666667
32,"M",5.03944444444444,222.316666666667
35,"F",5.24777777777778,222.316666666667
43,"F",5.12222222222222,222.316666666667
31,"F",5.16388888888889,222.333333333333
27,"F",4.94944444444444,222.333333333333
45,"F",5.25666666666667,222.333333333333
61,"M",5.12,222.333333333333
47,"M",4.90611111111111,222.35
36,"F",5.23277777777778,222.35
37,"M",5.16277777777778,222.35
47,"F",5.29333333333333,222.35
38,"F",5.04666666666667,222.35
40,"F",5.15888888888889,222.35
51,"F",5.165,222.35
58,"M",5.12055555555556,222.35
30,"F",5.09555555555556,222.35
45,"F",5.16,222.366666666667
32,"F",5.21277777777778,222.366666666667
50,"M",4.93833333333333,222.366666666667
49,"F",5.18222222222222,222.366666666667
49,"F",5.15,222.366666666667
40,"F",5.19111111111111,222.366666666667
44,"F",5.17444444444444,222.366666666667
37,"F",5.22055555555556,222.383333333333
42,"F",5.22055555555556,222.383333333333
30,"F",5.09166666666667,222.4
53,"M",5.19166666666667,222.4
59,"M",5.20444444444444,222.416666666667
57,"M",5.19166666666667,222.416666666667
30,"F",5.12833333333333,222.416666666667
53,"M",5.22,222.416666666667
48,"F",5.19055555555556,222.416666666667
30,"F",5.07388888888889,222.433333333333
44,"F",5.15777777777778,222.433333333333
38,"F",5.11611111111111,222.433333333333
56,"M",5.11444444444444,222.433333333333
48,"M",4.72666666666667,222.433333333333
35,"F",5.28833333333333,222.45
54,"F",5.16611111111111,222.45
41,"F",5.25388888888889,222.45
57,"M",5.21555555555556,222.45
53,"F",5.06277777777778,222.466666666667
57,"M",5.13888888888889,222.466666666667
43,"M",5.31944444444444,222.466666666667
55,"M",5.13,222.466666666667
50,"F",5.18388888888889,222.466666666667
52,"M",4.97055555555556,222.466666666667
60,"M",5.09166666666667,222.483333333333
56,"F",5.14222222222222,222.5
45,"F",5.04055555555556,222.5
42,"F",5.25111111111111,222.5
56,"F",4.95444444444444,222.516666666667
36,"F",5.21111111111111,222.516666666667
61,"M",5.20055555555556,222.516666666667
37,"F",5.15888888888889,222.533333333333
52,"M",5.26722222222222,222.533333333333
40,"F",5.24388888888889,222.533333333333
27,"F",5.20222222222222,222.533333333333
56,"M",5.00333333333333,222.533333333333
42,"M",5.18833333333333,222.533333333333
45,"F",5.10777777777778,222.533333333333
61,"M",5.20666666666667,222.55
34,"F",5.18277777777778,222.55
42,"F",5.25777777777778,222.55
58,"M",5.19388888888889,222.55
27,"F",5.14,222.566666666667
44,"F",5.15888888888889,222.566666666667
49,"M",5.04777777777778,222.566666666667
40,"M",4.77111111111111,222.566666666667
39,"F",5.19555555555556,222.583333333333
51,"M",4.93111111111111,222.583333333333
40,"F",5.23111111111111,222.583333333333
22,"F",5.18722222222222,222.6
44,"F",5.29611111111111,222.6
35,"F",5.09666666666667,222.6
25,"F",4.99888888888889,222.6
45,"F",5.31222222222222,222.6
46,"M",5.20833333333333,222.616666666667
51,"M",5.11833333333333,222.616666666667
24,"F",5.21666666666667,222.616666666667
45,"F",5.15055555555556,222.616666666667
55,"M",5.23222222222222,222.616666666667
48,"F",5.14333333333333,222.633333333333
25,"M",5.235,222.633333333333
24,"F",4.92166666666667,222.633333333333
32,"F",5.08277777777778,222.633333333333
37,"F",5.12666666666667,222.633333333333
49,"F",5.17888888888889,222.633333333333
47,"M",5.08888888888889,222.65
29,"M",5.29944444444444,222.65
40,"F",5.25444444444444,222.65
60,"M",5.25944444444444,222.65
39,"F",5.13722222222222,222.65
45,"M",5.29388888888889,222.65
53,"M",5.30777777777778,222.65
49,"F",5.16722222222222,222.666666666667
29,"F",5.07944444444444,222.666666666667
29,"F",5.25888888888889,222.666666666667
32,"F",5.15722222222222,222.666666666667
40,"F",5.18777777777778,222.666666666667
46,"M",5.19222222222222,222.666666666667
43,"F",5.26833333333333,222.666666666667
44,"F",5.21388888888889,222.683333333333
48,"M",4.80166666666667,222.683333333333
60,"M",4.995,222.683333333333
49,"F",5.14833333333333,222.683333333333
61,"M",5.29055555555556,222.7
25,"F",5.09444444444444,222.7
51,"M",5.055,222.7
45,"M",5.01833333333333,222.7
52,"M",5.07444444444444,222.7
58,"M",5.17277777777778,222.7
47,"F",5.28277777777778,222.716666666667
39,"F",5.19333333333333,222.716666666667
54,"F",5.23111111111111,222.716666666667
25,"M",4.94666666666667,222.716666666667
51,"M",5.07555555555556,222.716666666667
25,"F",5.16277777777778,222.716666666667
49,"F",5.11,222.716666666667
60,"M",5.11222222222222,222.716666666667
40,"F",5.21833333333333,222.716666666667
51,"M",5.23888888888889,222.733333333333
27,"F",5.05666666666667,222.733333333333
55,"M",5.15,222.733333333333
35,"M",5.18944444444444,222.733333333333
38,"M",4.85,222.733333333333
37,"F",4.85055555555556,222.733333333333
50,"F",5.22666666666667,222.733333333333
45,"F",5.23666666666667,222.733333333333
40,"F",5.16166666666667,222.733333333333
40,"F",5.30777777777778,222.75
39,"F",5.14055555555556,222.75
41,"M",5.24777777777778,222.766666666667
55,"M",5.19444444444444,222.766666666667
45,"M",4.87166666666667,222.766666666667
35,"F",5.01666666666667,222.766666666667
48,"F",4.99833333333333,222.766666666667
25,"F",5.24111111111111,222.766666666667
30,"F",5.21333333333333,222.766666666667
27,"F",5.14444444444444,222.783333333333
23,"F",5.22888888888889,222.783333333333
44,"F",5.14777777777778,222.783333333333
33,"M",5.24888888888889,222.783333333333
46,"M",4.97888888888889,222.783333333333
45,"F",5.17277777777778,222.783333333333
33,"F",5.13111111111111,222.783333333333
52,"M",5.19,222.8
29,"F",5.04333333333333,222.8
40,"F",5.29166666666667,222.8
53,"M",5.19055555555556,222.816666666667
36,"F",5.25611111111111,222.816666666667
45,"M",5.07111111111111,222.816666666667
56,"F",5.14888888888889,222.816666666667
42,"M",5.32277777777778,222.833333333333
40,"F",5.07833333333333,222.833333333333
55,"M",5.07111111111111,222.833333333333
38,"M",5.01666666666667,222.833333333333
47,"F",5.24388888888889,222.833333333333
46,"M",5.13166666666667,222.833333333333
41,"M",4.79888888888889,222.833333333333
43,"F",5.28277777777778,222.85
40,"F",4.98666666666667,222.85
56,"M",5.16444444444444,222.85
41,"F",5.17833333333333,222.85
44,"F",5.31888888888889,222.85
36,"F",5.31555555555556,222.85
46,"M",4.86944444444444,222.866666666667
36,"F",5.25888888888889,222.866666666667
30,"F",4.87944444444444,222.866666666667
40,"F",5.19277777777778,222.866666666667
35,"M",4.93833333333333,222.883333333333
47,"F",5.37333333333333,222.883333333333
32,"F",5.15888888888889,222.883333333333
46,"F",5.3,222.883333333333
47,"M",5.13388888888889,222.883333333333
32,"F",5.12555555555556,222.9
47,"F",5.25611111111111,222.9
47,"F",5.26611111111111,222.9
64,"M",5.16611111111111,222.9
40,"F",5.11166666666667,222.9
32,"F",4.62944444444444,222.9
51,"F",5.14388888888889,222.9
63,"M",5.24222222222222,222.916666666667
58,"M",5.14722222222222,222.916666666667
50,"F",5.10888888888889,222.916666666667
55,"M",5.03722222222222,222.916666666667
49,"M",5.23055555555556,222.933333333333
40,"F",5.25277777777778,222.933333333333
31,"F",5.12166666666667,222.933333333333
57,"M",5.19111111111111,222.933333333333
41,"F",5.355,222.95
25,"F",5.19222222222222,222.95
53,"M",4.79833333333333,222.966666666667
46,"F",5.29944444444444,222.966666666667
45,"F",5.17166666666667,222.966666666667
35,"M",5.29444444444445,222.966666666667
46,"M",5.17166666666667,222.966666666667
37,"F",5.16666666666667,222.966666666667
23,"F",5.27888888888889,222.966666666667
40,"M",4.90888888888889,222.966666666667
37,"M",5.24888888888889,222.966666666667
63,"M",5.20666666666667,222.966666666667
39,"F",5.07611111111111,222.983333333333
61,"M",5.27055555555556,222.983333333333
34,"F",5.20666666666667,222.983333333333
65,"M",5.13777777777778,223
34,"F",5.10833333333333,223
50,"M",5.01444444444444,223
35,"F",5.04277777777778,223.016666666667
48,"F",5.16722222222222,223.033333333333
42,"F",5.18888888888889,223.033333333333
44,"F",5.23722222222222,223.033333333333
52,"F",5.26833333333333,223.05
34,"F",5.21666666666667,223.05
40,"F",5.22555555555556,223.05
38,"F",5.11944444444444,223.05
53,"F",5.14666666666667,223.05
40,"F",4.99666666666667,223.05
29,"M",5.065,223.066666666667
35,"F",5.32611111111111,223.066666666667
41,"F",5.09611111111111,223.066666666667
40,"F",5.32611111111111,223.066666666667
42,"F",5.19277777777778,223.066666666667
25,"F",5.24388888888889,223.066666666667
45,"F",5.02055555555556,223.066666666667
43,"M",5.00833333333333,223.083333333333
40,"F",5.25777777777778,223.083333333333
21,"M",5.17055555555556,223.083333333333
38,"F",5.34611111111111,223.083333333333
37,"F",5.05555555555556,223.1
37,"M",5.09555555555556,223.1
48,"F",5.16222222222222,223.1
59,"M",5.22,223.1
50,"M",5.01111111111111,223.1
43,"F",5.11944444444444,223.1
37,"F",5.21555555555556,223.1
58,"F",5.21222222222222,223.116666666667
57,"M",5.32444444444444,223.116666666667
40,"F",5.35277777777778,223.116666666667
44,"F",5.21555555555556,223.116666666667
60,"M",5.18,223.116666666667
47,"M",4.92833333333333,223.116666666667
28,"F",5.08555555555556,223.133333333333
51,"M",5.03222222222222,223.133333333333
40,"F",5.18944444444444,223.133333333333
55,"M",5.07333333333333,223.133333333333
48,"F",5.26444444444444,223.15
29,"F",4.79166666666667,223.15
27,"F",5.02833333333333,223.15
51,"M",5.12555555555556,223.15
27,"F",5.25944444444444,223.15
62,"M",5.13055555555556,223.166666666667
43,"F",5.215,223.166666666667
60,"M",5.21722222222222,223.166666666667
44,"F",5.28,223.166666666667
48,"F",5.27166666666667,223.166666666667
50,"F",5.06888888888889,223.183333333333
52,"M",5.11333333333333,223.183333333333
52,"M",4.94555555555556,223.183333333333
52,"F",5.28222222222222,223.183333333333
38,"F",5.16777777777778,223.2
54,"M",5.11722222222222,223.2
46,"F",5.18888888888889,223.2
57,"M",5.02333333333333,223.2
34,"F",5.29,223.216666666667
74,"M",5.07833333333333,223.216666666667
24,"F",4.94611111111111,223.216666666667
40,"F",5.28722222222222,223.233333333333
35,"F",5.18166666666667,223.233333333333
45,"F",5.025,223.25
28,"F",5.19222222222222,223.25
52,"F",5.17722222222222,223.25
25,"F",5.11611111111111,223.266666666667
37,"F",5.17611111111111,223.266666666667
35,"F",5.09777777777778,223.266666666667
36,"F",5.09777777777778,223.283333333333
58,"M",5.11222222222222,223.283333333333
47,"M",5.07444444444444,223.283333333333
52,"M",5.26444444444444,223.283333333333
40,"F",5.23666666666667,223.283333333333
39,"F",5.30666666666667,223.283333333333
47,"F",5.33222222222222,223.3
61,"M",5.09,223.3
45,"F",5.20277777777778,223.3
25,"F",5.23944444444444,223.3
37,"F",5.34944444444444,223.3
46,"M",5.12666666666667,223.3
37,"F",5.11722222222222,223.316666666667
33,"M",5.035,223.316666666667
33,"F",5.26055555555556,223.316666666667
50,"F",5.24611111111111,223.316666666667
45,"M",5.10944444444444,223.316666666667
28,"F",5.145,223.333333333333
54,"M",5.07388888888889,223.333333333333
50,"F",5.23055555555556,223.333333333333
41,"F",5.22,223.333333333333
43,"F",5.27722222222222,223.333333333333
43,"M",5.14055555555556,223.333333333333
45,"M",5.14888888888889,223.333333333333
50,"M",5.33388888888889,223.35
62,"M",5.12611111111111,223.35
60,"M",5.12611111111111,223.35
48,"M",5.20222222222222,223.35
34,"F",5.10333333333333,223.35
67,"M",5.17611111111111,223.35
34,"F",5.11333333333333,223.35
33,"F",5.29611111111111,223.35
43,"F",5.27722222222222,223.366666666667
42,"F",5.34833333333333,223.366666666667
35,"F",5.29611111111111,223.366666666667
51,"M",5.065,223.366666666667
35,"F",5.27722222222222,223.366666666667
57,"M",5.08222222222222,223.366666666667
44,"M",4.85222222222222,223.383333333333
52,"M",4.92388888888889,223.383333333333
30,"F",5.20833333333333,223.383333333333
36,"F",5.27166666666667,223.383333333333
30,"F",5.25444444444444,223.4
42,"F",5,223.4
62,"M",5.24,223.4
52,"F",5.34777777777778,223.4
51,"M",5.26388888888889,223.4
51,"M",5.26722222222222,223.4
43,"F",5.24388888888889,223.416666666667
61,"M",5.24222222222222,223.416666666667
53,"F",5.24,223.433333333333
54,"F",5.16111111111111,223.433333333333
60,"F",5.12,223.433333333333
40,"F",5.14888888888889,223.433333333333
41,"F",5.20777777777778,223.45
54,"M",5.28222222222222,223.45
51,"F",5.15055555555556,223.45
49,"F",5.24111111111111,223.45
26,"F",5.09222222222222,223.466666666667
51,"F",5.01944444444444,223.466666666667
55,"F",5.27888888888889,223.483333333333
27,"F",5.16944444444445,223.483333333333
26,"F",4.99444444444444,223.483333333333
56,"M",5.12,223.483333333333
46,"F",5.29888888888889,223.5
41,"F",5.30222222222222,223.5
38,"F",5.20833333333333,223.5
61,"M",5.31222222222222,223.5
25,"F",5.06944444444444,223.5
45,"F",5.31222222222222,223.516666666667
41,"F",5.20111111111111,223.516666666667
28,"F",5.085,223.516666666667
58,"M",4.95722222222222,223.516666666667
40,"M",4.78222222222222,223.533333333333
40,"F",5.34944444444444,223.533333333333
44,"F",5.27666666666667,223.533333333333
48,"F",5.27666666666667,223.533333333333
46,"M",5.18666666666667,223.533333333333
47,"M",5.17833333333333,223.55
30,"F",5.02666666666667,223.55
62,"M",5.12833333333333,223.55
29,"F",5.24277777777778,223.55
41,"M",4.98333333333333,223.55
30,"F",4.97944444444444,223.566666666667
44,"F",5.19388888888889,223.566666666667
38,"F",5.10111111111111,223.566666666667
56,"M",5.22611111111111,223.566666666667
40,"F",5.185,223.566666666667
28,"F",5.12277777777778,223.583333333333
46,"M",5.02888888888889,223.583333333333
46,"M",5.23111111111111,223.583333333333
51,"F",5.22166666666667,223.583333333333
55,"M",5.21055555555556,223.583333333333
40,"M",5.13833333333333,223.583333333333
29,"F",5.13222222222222,223.6
45,"F",5.11833333333333,223.6
61,"M",5.24222222222222,223.6
37,"F",5.29277777777778,223.616666666667
45,"F",5.27055555555556,223.616666666667
60,"M",5.21611111111111,223.616666666667
42,"F",5.255,223.616666666667
56,"M",5.08055555555555,223.616666666667
47,"F",5.05555555555556,223.616666666667
55,"F",5.27611111111111,223.633333333333
44,"F",5.14722222222222,223.633333333333
57,"M",5.15555555555556,223.65
30,"F",5.09055555555556,223.65
37,"F",5.29722222222222,223.65
43,"F",5.28833333333333,223.65
48,"F",5.21388888888889,223.666666666667
47,"F",5.28388888888889,223.683333333333
40,"F",5.23388888888889,223.683333333333
30,"F",5.14944444444444,223.683333333333
49,"F",5.21166666666667,223.7
54,"M",5.205,223.7
31,"F",5.01277777777778,223.7
53,"M",5.27555555555556,223.7
40,"M",5.27611111111111,223.7
57,"M",5.21444444444444,223.7
40,"F",5.25388888888889,223.7
33,"F",5.11722222222222,223.7
26,"F",5.41888888888889,223.7
48,"M",4.91888888888889,223.7
42,"F",5.065,223.7
40,"F",5.22722222222222,223.716666666667
43,"F",5.24,223.716666666667
23,"F",5.16444444444444,223.716666666667
55,"M",5.20166666666667,223.716666666667
51,"M",4.87333333333333,223.716666666667
44,"F",5.25611111111111,223.716666666667
35,"F",5.29388888888889,223.733333333333
49,"F",5.31444444444444,223.733333333333
33,"M",5.28,223.733333333333
42,"F",5.27611111111111,223.733333333333
46,"F",5.13388888888889,223.75
51,"M",4.99833333333333,223.75
56,"M",5.12944444444444,223.75
60,"F",5.155,223.75
26,"F",5.15277777777778,223.75
45,"M",5.19666666666667,223.75
51,"M",5.16111111111111,223.75
53,"M",5.16333333333333,223.75
69,"M",5.23833333333333,223.75
54,"M",5.06944444444444,223.766666666667
44,"F",5.20611111111111,223.766666666667
46,"M",5.15222222222222,223.766666666667
44,"F",5.29444444444445,223.766666666667
38,"F",5.09611111111111,223.783333333333
47,"F",5.21611111111111,223.783333333333
36,"F",5.29888888888889,223.783333333333
45,"F",5.14555555555556,223.8
40,"F",4.99444444444444,223.8
35,"F",5.32055555555556,223.8
41,"M",5.45,223.8
62,"M",5.10944444444444,223.8
55,"M",4.81277777777778,223.8
64,"M",5.29,223.8
49,"F",5.24111111111111,223.8
37,"F",5.21111111111111,223.816666666667
38,"F",5.21111111111111,223.816666666667
52,"M",5.13611111111111,223.816666666667
50,"M",5.09444444444444,223.816666666667
27,"F",5.19888888888889,223.816666666667
35,"F",5.06388888888889,223.833333333333
51,"M",4.82666666666667,223.833333333333
47,"F",5.12611111111111,223.833333333333
35,"M",4.95277777777778,223.833333333333
58,"M",5.10166666666667,223.833333333333
58,"F",4.99611111111111,223.85
38,"M",4.71444444444444,223.85
25,"M",5.14666666666667,223.85
47,"F",5.29055555555556,223.85
43,"F",5.19611111111111,223.85
58,"M",5.13333333333333,223.866666666667
36,"F",5.29611111111111,223.866666666667
32,"F",5.05222222222222,223.866666666667
21,"M",4.39,223.866666666667
60,"M",5.30944444444444,223.866666666667
69,"M",5.19833333333333,223.883333333333
51,"M",5.00833333333333,223.883333333333
40,"F",5.18222222222222,223.9
23,"F",5.20111111111111,223.9
39,"F",5.15388888888889,223.9
40,"F",5.19222222222222,223.9
40,"F",5.23388888888889,223.9
54,"M",5.21777777777778,223.9
39,"F",5.16722222222222,223.916666666667
51,"F",5.22277777777778,223.916666666667
50,"M",5.30055555555556,223.916666666667
53,"M",5.05166666666667,223.916666666667
49,"F",5.29333333333333,223.916666666667
46,"M",5.17277777777778,223.933333333333
40,"F",5.17666666666667,223.933333333333
42,"F",5.31,223.933333333333
45,"F",5.31,223.933333333333
58,"M",5.20222222222222,223.933333333333
50,"M",4.95944444444444,223.933333333333
36,"F",5.00888888888889,223.933333333333
50,"F",5.29888888888889,223.95
41,"F",5.22333333333333,223.95
63,"M",5.24833333333333,223.95
45,"F",5.19111111111111,223.966666666667
52,"F",5.45055555555556,223.966666666667
24,"F",5.11,223.966666666667
28,"M",5.01333333333333,223.966666666667
29,"M",5.12166666666667,223.966666666667
44,"F",5.3,223.966666666667
29,"M",5.185,223.983333333333
44,"F",5.19333333333333,223.983333333333
43,"F",5.18,223.983333333333
39,"F",5.02888888888889,223.983333333333
28,"F",5.11611111111111,223.983333333333
59,"M",5.17611111111111,223.983333333333
49,"F",5.23333333333333,224
70,"M",5.27666666666667,224
50,"M",5.06222222222222,224
34,"M",5.10666666666667,224
40,"F",5.27166666666667,224
19,"F",5.015,224
43,"F",5.22222222222222,224
52,"M",5.05,224.016666666667
42,"F",5.30111111111111,224.016666666667
52,"M",5.04277777777778,224.016666666667
51,"F",5.25666666666667,224.016666666667
42,"F",5.29611111111111,224.016666666667
28,"F",5.32611111111111,224.033333333333
53,"M",5.08888888888889,224.033333333333
38,"F",5.21277777777778,224.033333333333
35,"F",5.23833333333333,224.05
53,"F",5.22833333333333,224.05
44,"F",5.31,224.05
52,"F",5.04111111111111,224.05
22,"M",5.215,224.05
40,"M",4.94111111111111,224.05
48,"F",5.25666666666667,224.066666666667
41,"F",5.255,224.066666666667
45,"F",5.22555555555556,224.066666666667
41,"F",5.21722222222222,224.066666666667
45,"M",5.02388888888889,224.083333333333
52,"F",5.22,224.083333333333
33,"F",5.20611111111111,224.083333333333
24,"F",4.93888888888889,224.083333333333
44,"F",5.23111111111111,224.083333333333
28,"F",5.11444444444444,224.1
57,"M",5.27,224.1
65,"M",5.21777777777778,224.1
53,"F",5.24222222222222,224.1
42,"F",5.22277777777778,224.1
41,"F",5.25777777777778,224.116666666667
26,"F",5.22277777777778,224.116666666667
37,"F",5.23611111111111,224.116666666667
55,"M",5.11,224.133333333333
57,"M",5.16611111111111,224.133333333333
45,"M",5.07388888888889,224.133333333333
59,"M",5.12944444444444,224.15
26,"F",5.28388888888889,224.15
38,"M",5.04555555555556,224.166666666667
52,"M",5.19555555555556,224.166666666667
41,"F",5.295,224.166666666667
34,"F",5.00111111111111,224.166666666667
41,"F",5.30777777777778,224.166666666667
50,"F",5.27555555555556,224.166666666667
44,"F",5.20444444444444,224.183333333333
41,"F",5.30777777777778,224.183333333333
44,"F",5.17944444444444,224.183333333333
48,"M",5.16555555555556,224.183333333333
45,"F",5.24888888888889,224.183333333333
26,"F",5.12277777777778,224.183333333333
42,"F",5.17888888888889,224.2
45,"F",5.33222222222222,224.2
51,"F",5.28,224.2
56,"M",5.26055555555556,224.2
45,"F",5.20277777777778,224.2
39,"F",5.16666666666667,224.216666666667
61,"M",5.08722222222222,224.216666666667
43,"F",5.2,224.216666666667
35,"F",4.96333333333333,224.216666666667
42,"F",5.23111111111111,224.216666666667
41,"F",5.25055555555556,224.216666666667
50,"M",5.02777777777778,224.216666666667
38,"F",5.09,224.233333333333
41,"M",5.36,224.233333333333
52,"M",5.24555555555556,224.233333333333
55,"M",5.245,224.233333333333
28,"F",5.02166666666667,224.25
48,"M",5.24388888888889,224.25
41,"F",5.10277777777778,224.25
22,"F",5.37222222222222,224.266666666667
46,"M",5.05777777777778,224.266666666667
50,"F",5.27333333333333,224.266666666667
51,"F",5.31888888888889,224.266666666667
45,"F",5.22888888888889,224.266666666667
40,"F",5.18,224.283333333333
56,"M",5.36666666666667,224.283333333333
65,"M",5.32166666666667,224.283333333333
50,"M",5.06222222222222,224.3
46,"F",5.27666666666667,224.316666666667
39,"F",5.19722222222222,224.316666666667
61,"M",5.28166666666667,224.316666666667
46,"M",5.21388888888889,224.316666666667
37,"M",5.37722222222222,224.333333333333
58,"M",5.31055555555556,224.333333333333
39,"M",5.08888888888889,224.333333333333
41,"F",5.30277777777778,224.333333333333
44,"F",5.17944444444444,224.333333333333
34,"M",5.00277777777778,224.333333333333
49,"F",5.26388888888889,224.333333333333
36,"F",5.21222222222222,224.333333333333
45,"F",5.29833333333333,224.333333333333
47,"F",5.29833333333333,224.333333333333
28,"F",5.19333333333333,224.35
49,"F",5.415,224.35
33,"F",5.16666666666667,224.35
37,"F",5.23222222222222,224.35
20,"F",5.25166666666667,224.35
53,"M",5.19,224.35
45,"M",5.04555555555556,224.366666666667
40,"M",4.96833333333333,224.366666666667
36,"F",5.19888888888889,224.383333333333
27,"F",5.11055555555556,224.383333333333
51,"F",5.2,224.4
54,"F",5.23777777777778,224.4
42,"M",5.35444444444444,224.4
59,"M",5.22611111111111,224.4
47,"F",5.27444444444444,224.4
40,"F",5.07888888888889,224.4
